"bloc","periode","type_brique","numero_cible","etat_relationnel","statut_utilisateur","ton","modele_texte","jours_refroidissement","poids","actif","tags","langue","version"
"1","toutes","alerte","5","indifferent","indifferent","direct_doux","Ne casse pas une habitude utile : garde ce qui stabilise.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","alerte","5","indifferent","indifferent","direct_doux","Évite les décisions risquées : l’envie de nouveauté peut tromper.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","alerte","5","indifferent","indifferent","direct_doux","Attention aux malentendus : clarifie dès que quelque chose te dérange.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","alerte","5","indifferent","indifferent","direct_doux","Ne cherche pas la liberté au prix du respect : l’équilibre est la clé.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","alerte","5","indifferent","indifferent","direct_doux","Évite de tout planifier au dernier moment : anticipe un minimum.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","conseil","5","indifferent","indifferent","direct_doux","Reste souple : adapte ton plan plutôt que lutter contre l’imprévu.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","conseil","5","indifferent","indifferent","direct_doux","Change une chose utile : une habitude, une façon de parler, une petite routine.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","conseil","5","indifferent","indifferent","direct_doux","Bouge ton corps 10–15 minutes : le mouvement clarifie l’esprit.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","conseil","5","indifferent","indifferent","direct_doux","Clarifie vite un malentendu : un message simple évite une tension longue.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","conseil","5","indifferent","indifferent","direct_doux","Garde une marge : ne remplis pas tout ton agenda, laisse respirer la journée.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","conseil","5","indifferent","indifferent","direct_doux","Si l’envie de tout changer monte, fais d’abord un ajustement léger.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","conseil","5","indifferent","indifferent","direct_doux","Choisis la liberté responsable : explique ton besoin plutôt que disparaître.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","conseil","5","indifferent","indifferent","direct_doux","Pose une intention de légèreté : moins de contrôle, plus d’air.","21","1.0","True","{""changement"",""mouvement"",""adaptation""}","fr","1"
"1","toutes","energie","6","indifferent","indifferent","direct_doux","L’énergie met l’accent sur l’harmonie : protéger le lien et la douceur devient prioritaire.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","energie","6","indifferent","indifferent","direct_doux","Le climat favorise l’attention : un geste de soin ou de respect peut changer la journée.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","energie","6","indifferent","indifferent","direct_doux","Une vibration d’amour responsable se présente : soutenir sans étouffer renforce le couple.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","energie","6","indifferent","indifferent","direct_doux","Le moment invite au réconfort : créer un espace rassurant aide tout le monde à respirer.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","energie","6","indifferent","indifferent","direct_doux","Une énergie familiale et protectrice domine : l’équilibre se joue dans les petites habitudes.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","energie","6","indifferent","indifferent","direct_doux","Le rythme encourage la réconciliation : une parole tendre peut désamorcer une tension ancienne.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","energie","6","indifferent","indifferent","direct_doux","Une vibration de fidélité et d’engagement apparaît : tenir parole donne de la solidité.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","energie","6","indifferent","indifferent","direct_doux","Le moment invite à prendre soin : de toi, de l’autre, et de ce que vous construisez ensemble.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","focus","6","indifferent","indifferent","direct_doux","Mets ton attention sur la douceur : soigner le lien avant de régler les détails.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","focus","6","indifferent","indifferent","direct_doux","Focus sur la responsabilité affective : soutenir sans contrôler.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","focus","6","indifferent","indifferent","direct_doux","Concentre-toi sur le confort et la paix du foyer : l’ambiance compte.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","focus","6","indifferent","indifferent","direct_doux","Priorité aux gestes d’amour : un service, une attention, une parole vraie.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","focus","6","indifferent","indifferent","direct_doux","Mets ton attention sur l’équilibre donner/recevoir : ne t’oublie pas.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","focus","6","indifferent","indifferent","direct_doux","Focus sur la famille et les proches : la présence guérit.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","focus","6","indifferent","indifferent","direct_doux","Concentre-toi sur la réconciliation : clarifier avec bienveillance.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","focus","6","indifferent","indifferent","direct_doux","Priorité à la gratitude : reconnaître ce qui va bien renforce tout.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","alerte","6","indifferent","indifferent","direct_doux","Attention au sur-don : trop porter pour l’autre finit par épuiser.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","alerte","6","indifferent","indifferent","direct_doux","Évite le contrôle déguisé en amour : protéger n’est pas diriger.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","alerte","6","indifferent","indifferent","direct_doux","Attention aux reproches passifs : dis ce que tu veux, pas seulement ce qui manque.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","alerte","6","indifferent","indifferent","direct_doux","Ne confonds pas paix et évitement : certains sujets méritent d’être clarifiés.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","alerte","6","indifferent","indifferent","direct_doux","Évite la jalousie : la confiance se construit par des actes, pas par la surveillance.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","alerte","6","indifferent","indifferent","direct_doux","Attention à la culpabilité : tu peux aimer sans te sacrifier.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","alerte","6","indifferent","indifferent","direct_doux","Ne laisse pas la famille ou l’entourage dicter vos choix : gardez votre centre.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","alerte","6","indifferent","indifferent","direct_doux","Évite les dépenses de confort excessives : la sécurité vient aussi de la mesure.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","conseil","6","indifferent","indifferent","direct_doux","Fais un geste concret de soin : aider, écouter, préparer un moment confortable.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","conseil","6","indifferent","indifferent","direct_doux","Exprime ton attachement simplement : une phrase tendre vaut un long discours.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","conseil","6","indifferent","indifferent","direct_doux","Protège l’équilibre : donne, mais garde un espace pour toi.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","conseil","6","indifferent","indifferent","direct_doux","Règle une tension avec bienveillance : “je veux qu’on soit bien” ouvre la voie.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","conseil","6","indifferent","indifferent","direct_doux","Choisis la paix du foyer : une petite amélioration de l’ambiance change tout.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","conseil","6","indifferent","indifferent","direct_doux","Pratique la gratitude : cite 1 chose que tu apprécies chez l’autre.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","conseil","6","indifferent","indifferent","direct_doux","Si tu sens de la fatigue, demande du soutien : l’amour, c’est aussi recevoir.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","conseil","6","indifferent","indifferent","direct_doux","Respire et adoucis ton ton : la douceur est une force.","21","1.0","True","{""harmonie"",""amour"",""responsabilité""}","fr","1"
"1","toutes","energie","7","indifferent","indifferent","direct_doux","Une énergie de recul s’installe : le calme et la réflexion apportent plus que l’agitation.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","energie","7","indifferent","indifferent","direct_doux","Le moment invite à l’introspection : comprendre avant d’agir évite les erreurs.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","energie","7","indifferent","indifferent","direct_doux","Une vibration de vérité intérieure se présente : écoute ce que ton intuition te murmure.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","energie","7","indifferent","indifferent","direct_doux","Le climat est plus silencieux : ce n’est pas un vide, c’est un temps de compréhension.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","energie","7","indifferent","indifferent","direct_doux","Une énergie de sagesse apparaît : ralentir permet de voir ce qui compte vraiment.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","energie","7","indifferent","indifferent","direct_doux","Le rythme favorise l’analyse : poser une bonne question vaut mieux que donner dix réponses.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","energie","7","indifferent","indifferent","direct_doux","Une vibration spirituelle discrète se lève : une intention pure clarifie le cœur.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","energie","7","indifferent","indifferent","direct_doux","Le moment invite à la patience : ce qui mûrit en profondeur devient solide.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","focus","7","indifferent","indifferent","direct_doux","Mets ton attention sur la réflexion : comprendre la racine avant de parler des branches.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","focus","7","indifferent","indifferent","direct_doux","Focus sur le calme intérieur : ralentir rend plus lucide.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","focus","7","indifferent","indifferent","direct_doux","Concentre-toi sur une question essentielle : « qu’est-ce que je veux vraiment ? »","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","focus","7","indifferent","indifferent","direct_doux","Priorité à l’observation : regarder les faits sans interpréter trop vite.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","focus","7","indifferent","indifferent","direct_doux","Mets ton attention sur l’intuition : ce que tu sens mérite d’être écouté.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","focus","7","indifferent","indifferent","direct_doux","Focus sur la vérité : dire peu, mais dire juste.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","focus","7","indifferent","indifferent","direct_doux","Concentre-toi sur la patience : laisser mûrir une décision.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","focus","7","indifferent","indifferent","direct_doux","Priorité au silence utile : respirer avant de répondre.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","alerte","7","indifferent","indifferent","direct_doux","Attention au silence prolongé : se protéger est utile, se fermer l’est moins.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","alerte","7","indifferent","indifferent","direct_doux","Évite l’isolement émotionnel : partager un peu évite les malentendus.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","alerte","7","indifferent","indifferent","direct_doux","Attention à la suspicion : analyser trop peut inventer des problèmes.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","alerte","7","indifferent","indifferent","direct_doux","Ne repousse pas tout à plus tard : certaines décisions demandent une date.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","alerte","7","indifferent","indifferent","direct_doux","Évite la froideur : la profondeur peut rester tendre.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","alerte","7","indifferent","indifferent","direct_doux","Attention aux jugements intérieurs : sois juste avec toi-même.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","alerte","7","indifferent","indifferent","direct_doux","Ne cherche pas la perfection : cherche la vérité et la paix.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","alerte","7","indifferent","indifferent","direct_doux","Évite les débats sans fin : une conclusion simple suffit.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","conseil","7","indifferent","indifferent","direct_doux","Prends 2 minutes de silence : une intention claire apaise l’esprit.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","conseil","7","indifferent","indifferent","direct_doux","Pose-toi une question vraie : “qu’est-ce qui compte vraiment ici ?”","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","conseil","7","indifferent","indifferent","direct_doux","Si tu dois parler, fais-le avec simplicité : peu de mots, mais justes.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","conseil","7","indifferent","indifferent","direct_doux","Respecte ton besoin de recul, tout en rassurant l’autre par un signe de présence.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","conseil","7","indifferent","indifferent","direct_doux","Note ce que tu ressens, puis choisis une action petite mais alignée.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","conseil","7","indifferent","indifferent","direct_doux","Évite la hâte : laisse mûrir une décision avant de la poser.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","conseil","7","indifferent","indifferent","direct_doux","Fais une prière ou une gratitude brève : la paix intérieure guide bien.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","conseil","7","indifferent","indifferent","direct_doux","Choisis la patience active : observer, comprendre, puis agir.","21","1.0","True","{""recul"",""introspection"",""spiritualité""}","fr","1"
"1","toutes","energie","8","indifferent","indifferent","direct_doux","Une énergie de puissance et de résultats se présente : le concret et les responsabilités dominent.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","energie","8","indifferent","indifferent","direct_doux","Le moment met l’accent sur l’ambition : avancer vers un objectif clair donne de la force.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","energie","8","indifferent","indifferent","direct_doux","Une vibration de leadership apparaît : ton sens des priorités peut remettre de l’ordre.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","energie","8","indifferent","indifferent","direct_doux","Le climat favorise les décisions utiles : ce qui est tranché avec justice apporte de la paix.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","energie","8","indifferent","indifferent","direct_doux","Une énergie de matérialisation s’installe : les efforts visibles donnent des retours rapides.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","energie","8","indifferent","indifferent","direct_doux","Le rythme appelle à la rigueur : bien gérer maintenant évite les pertes plus tard.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","energie","8","indifferent","indifferent","direct_doux","Une vibration financière et stratégique circule : prudence, clarté, et action mesurée.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","energie","8","indifferent","indifferent","direct_doux","Le moment invite à l’équité : partager responsabilités et bénéfices renforce l’union.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","focus","8","indifferent","indifferent","direct_doux","Mets ton attention sur les priorités : ce qui rapporte, ce qui protège, ce qui stabilise.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","focus","8","indifferent","indifferent","direct_doux","Focus sur la gestion : argent, temps, énergie — tout se pilote.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","focus","8","indifferent","indifferent","direct_doux","Concentre-toi sur une décision concrète : trancher avec justice et efficacité.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","focus","8","indifferent","indifferent","direct_doux","Priorité aux résultats : une action utile vaut plus qu’une discussion infinie.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","focus","8","indifferent","indifferent","direct_doux","Mets ton attention sur l’équité : partager les responsabilités évite les tensions.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","focus","8","indifferent","indifferent","direct_doux","Focus sur la stratégie : anticiper plutôt que réparer.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","focus","8","indifferent","indifferent","direct_doux","Concentre-toi sur la discipline financière : petits écarts, grandes conséquences.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","focus","8","indifferent","indifferent","direct_doux","Priorité à la clarté des accords : qui fait quoi, quand, comment.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","alerte","8","indifferent","indifferent","direct_doux","Attention au rapport de force : gagner contre l’autre fait perdre le lien.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","alerte","8","indifferent","indifferent","direct_doux","Évite la dureté : l’efficacité peut rester humaine.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","alerte","8","indifferent","indifferent","direct_doux","Attention aux dépenses impulsives ou aux risques : la prudence protège tes gains.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","alerte","8","indifferent","indifferent","direct_doux","Ne mélange pas tout : sépare émotions et décisions financières.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","alerte","8","indifferent","indifferent","direct_doux","Évite la domination : partager le pouvoir renforce la confiance.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","alerte","8","indifferent","indifferent","direct_doux","Attention à l’orgueil : reconnaître une erreur peut sauver beaucoup.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","alerte","8","indifferent","indifferent","direct_doux","Ne surcharge pas ton agenda : la performance sans repos casse l’équilibre.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","alerte","8","indifferent","indifferent","direct_doux","Évite les accords flous : clarifie pour éviter les conflits.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","conseil","8","indifferent","indifferent","direct_doux","Clarifie tes priorités et agis : une décision juste apporte des résultats rapides.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","conseil","8","indifferent","indifferent","direct_doux","Gère avec rigueur : budget, temps, tâches — la discipline protège.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","conseil","8","indifferent","indifferent","direct_doux","Partage les responsabilités : l’équité évite les tensions et renforce le respect.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","conseil","8","indifferent","indifferent","direct_doux","Si une décision financière se présente, avance avec prudence et chiffres clairs.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","conseil","8","indifferent","indifferent","direct_doux","Choisis l’efficacité humaine : ferme sur l’objectif, doux dans la manière.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","conseil","8","indifferent","indifferent","direct_doux","Fixe une limite saine : dire non à temps préserve la relation.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","conseil","8","indifferent","indifferent","direct_doux","Agis sur un point concret : ranger, payer, planifier, finaliser.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","conseil","8","indifferent","indifferent","direct_doux","Respire avant de trancher : le pouvoir serein vaut mieux que le pouvoir dur.","21","1.0","True","{""résultats"",""ambition"",""finances""}","fr","1"
"1","toutes","energie","9","indifferent","indifferent","direct_doux","Une énergie de bilan se présente : il est temps de clôturer, nettoyer ou pardonner.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","energie","9","indifferent","indifferent","direct_doux","Le moment invite à la libération : lâcher ce qui pèse ouvre un espace nouveau.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","energie","9","indifferent","indifferent","direct_doux","Une vibration de maturité émotionnelle apparaît : choisir la paix vaut mieux que gagner un débat.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","energie","9","indifferent","indifferent","direct_doux","Le climat favorise la transition : finir proprement une étape prépare la suivante.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","energie","9","indifferent","indifferent","direct_doux","Une énergie de compassion circule : comprendre l’autre adoucit les tensions.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","energie","9","indifferent","indifferent","direct_doux","Le rythme pousse à conclure : une décision finale ou un tri peut soulager.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","energie","9","indifferent","indifferent","direct_doux","Une vibration d’élévation se lève : ce qui est donné avec le cœur revient autrement.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","energie","9","indifferent","indifferent","direct_doux","Le moment invite au détachement : garder l’essentiel et laisser partir le reste.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","focus","9","indifferent","indifferent","direct_doux","Mets ton attention sur le tri : ce qui doit se terminer, se régler, se pardonner.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","focus","9","indifferent","indifferent","direct_doux","Focus sur la libération : alléger l’esprit en clôturant proprement.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","focus","9","indifferent","indifferent","direct_doux","Concentre-toi sur une conclusion : finir une tâche, une discussion, un engagement.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","focus","9","indifferent","indifferent","direct_doux","Priorité au pardon : relâcher la rancœur protège ta paix.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","focus","9","indifferent","indifferent","direct_doux","Mets ton attention sur l’essentiel : garder ce qui nourrit, laisser le reste.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","focus","9","indifferent","indifferent","direct_doux","Focus sur la compassion : comprendre sans excuser l’inacceptable.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","focus","9","indifferent","indifferent","direct_doux","Concentre-toi sur la transition : préparer le prochain chapitre.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","focus","9","indifferent","indifferent","direct_doux","Priorité à la maturité : répondre avec hauteur plutôt qu’avec impulsion.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","alerte","9","indifferent","indifferent","direct_doux","Attention à la nostalgie : regarder en arrière sans agir bloque le présent.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","alerte","9","indifferent","indifferent","direct_doux","Évite de rouvrir de vieilles blessures pour te venger : choisis la guérison.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","alerte","9","indifferent","indifferent","direct_doux","Attention aux conclusions hâtives : finir une étape ne veut pas dire tout casser.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","alerte","9","indifferent","indifferent","direct_doux","Ne confonds pas pardon et oubli : garde des limites claires.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","alerte","9","indifferent","indifferent","direct_doux","Évite l’épuisement émotionnel : fais le tri, pas tout en une fois.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","alerte","9","indifferent","indifferent","direct_doux","Attention au sacrifice : aider oui, te perdre non.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","alerte","9","indifferent","indifferent","direct_doux","Ne porte pas seul le poids du passé : partage ce qui doit être dit.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","alerte","9","indifferent","indifferent","direct_doux","Évite les décisions irréversibles sous émotion : laisse retomber la vague.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","conseil","9","indifferent","indifferent","direct_doux","Fais un tri : termine une chose, règle un malentendu, ou lâche une rancœur.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","conseil","9","indifferent","indifferent","direct_doux","Choisis la paix : une discussion de clôture claire peut soulager beaucoup.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","conseil","9","indifferent","indifferent","direct_doux","Pardonne pour te libérer, sans oublier tes limites : maturité et protection vont ensemble.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","conseil","9","indifferent","indifferent","direct_doux","Écris ce que tu veux laisser partir : ça allège le cœur.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","conseil","9","indifferent","indifferent","direct_doux","Finalise une tâche en attente : conclure te redonne de l’élan.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","conseil","9","indifferent","indifferent","direct_doux","Fais une action de compassion : un mot doux, une aide, un pardon.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","conseil","9","indifferent","indifferent","direct_doux","Garde l’essentiel et laisse le reste : c’est une force.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
"1","toutes","conseil","9","indifferent","indifferent","direct_doux","Attends que l’émotion baisse avant une décision irréversible : la lucidité revient.","21","1.0","True","{""bilan"",""libération"",""transition""}","fr","1"
